State,County,Agency,Scraper,Website,Courts Website,What Data Exists,Code,FOIA Req Needed?,NIBRS?,2019 Population,Percent completion
Kentucky,Morgan County,,,,,,,,,"13,309",
Kentucky,Muhlenberg County,,,,,,,,,"30,622",
Kentucky,Nelson County,,,,,,,,,"46,233",
Kentucky,Nicholas County,,,,,,,,,"7,269",
Kentucky,Ohio County,,,,,,,,,"23,994",
Kentucky,Oldham County,,,,,,,,,"66,799",
Kentucky,Owen County,,,,,,,,,"10,901",
Kentucky,Owsley County,,,,,,,,,"4,415",
Kentucky,Pendleton County,,,,,,,,,"14,590",
Kentucky,Perry County,,,,,,,,,"25,758",
Kentucky,Pike County,,,,,,,,,"57,876",
Kentucky,Powell County,,,,,,,,,"12,359",
Kentucky,Pulaski County,,,,,,,,,"64,979",
Kentucky,Robertson County,,,,,,,,,"2,108",
Kentucky,Rockcastle County,,,,,,,,,"16,695",
Kentucky,Rowan County,,,,,,,,,"24,460",
Kentucky,Russell County,,,,,,,,,"17,923",
Kentucky,Scott County,,,,,,,,,"57,004",
Kentucky,Shelby County,,,,,,,,,"49,024",
Kentucky,Simpson County,,,,,,,,,"18,572",
Kentucky,Spencer County,,,,,,,,,"19,351",
Kentucky,Taylor County,,,,,,,,,"25,769",
Kentucky,Todd County,,,,,,,,,"12,294",
Kentucky,Trigg County,,,,,,,,,"14,651",
Kentucky,Trimble County,,,,,,,,,"8,471",
Kentucky,Union County,,,,,,,,,"14,381",
Kentucky,Warren County,,,,,,,,,"132,896",
Kentucky,Washington County,,,,,,,,,"12,095",
Kentucky,Wayne County,,,,,,,,,"20,333",
Kentucky,Webster County,,,,,,,,,"12,942",
Kentucky,Whitley County,,,,,,,,,"36,264",
Kentucky,Wolfe County,,,,,,,,,"7,157",
Kentucky,Woodford County,,,,,,,,,"26,734",
Louisiana,Acadia Parish,,,,,,,,,"62,045",
Louisiana,Allen Parish,,,,,,,,,"25,627",
Louisiana,Ascension Parish,,,,,,,,,"126,604",
Louisiana,Assumption Parish,,,,,,,,,"21,891",
Louisiana,Avoyelles Parish,,,,,,,,,"40,144",
Louisiana,Beauregard Parish,,,,,,,,,"37,497",
Louisiana,Bienville Parish,,,,,,,,,"13,241",
Louisiana,Bossier Parish,,,,,,,,,"127,039",
Louisiana,Caddo Parish,,,,,,,,,"240,204",
Louisiana,Calcasieu Parish,,,,,,,,,"203,436",
Louisiana,Caldwell Parish,,,,,,,,,"9,918",
Louisiana,Cameron Parish,,,,,,,,,"6,973",
Louisiana,Catahoula Parish,,,,,,,,,"9,494",
Louisiana,Claiborne Parish,,,,,,,,,"15,670",
Louisiana,Concordia Parish,,,,,,,,,"19,259",
Louisiana,DeSoto Parish,,,,,,,,,#N/A,
Louisiana,East Baton Rouge Parish,,,,,,,,,"440,059",
Louisiana,East Carroll Parish,,,,,,,,,"6,861",
Louisiana,East Feliciana Parish,,,,,,,,,"19,135",
Louisiana,Evangeline Parish,,,,,,,,,"33,395",
Louisiana,Franklin Parish,,,,,,,,,"20,015",
Louisiana,Grant Parish,,,,,,,,,"22,389",
Louisiana,Iberia Parish,,,,,,,,,"69,830",
Louisiana,Iberville Parish,,,,,,,,,"32,511",
Louisiana,Jackson Parish,,,,,,,,,"15,744",
Louisiana,Jefferson Davis Parish,,,,,,,,,"31,368",
Louisiana,Jefferson Parish,,,,,,,,,"432,493",
Louisiana,Lafayette Parish,,,,,,,,,"244,390",
Louisiana,Lafourche Parish,,,,,,,,,"97,614",
Louisiana,LaSalle Parish,,,,,,,,,"14,892",
Louisiana,Lincoln Parish,,,,,,,,,"46,742",
Louisiana,Livingston Parish,,,,,,,,,"140,789",
Louisiana,Madison Parish,,,,,,,,,"10,951",
Louisiana,Morehouse Parish,,,,,,,,,"24,874",
Louisiana,Natchitoches Parish,,,,,,,,,"38,158",
Louisiana,Orleans Parish,,,,,,,,,"390,144",
Louisiana,Ouachita Parish,,,,,,,,,"153,279",
Louisiana,Plaquemines Parish,,,,,,,,,"23,197",
Louisiana,Pointe Coupee Parish,,,,,,,,,"21,730",
Louisiana,Rapides Parish,,,,,,,,,"129,648",
Louisiana,Red River Parish,,,,,,,,,"8,442",
Louisiana,Richland Parish,,,,,,,,,"20,122",
Louisiana,Sabine Parish,,,,,,,,,"23,884",
Louisiana,St. Bernard Parish,,,,,,,,,"47,244",
Louisiana,St. Charles Parish,,,,,,,,,"53,100",
Louisiana,St. Helena Parish,,,,,,,,,"10,132",
Louisiana,St. James Parish,,,,,,,,,"21,096",
Louisiana,St. John the Baptist Parish,,,,,,,,,"42,837",
Louisiana,St. Landry Parish,,,,,,,,,"82,124",
Louisiana,St. Martin Parish,,,,,,,,,"53,431",
Louisiana,St. Mary Parish,,,,,,,,,"49,348",
Louisiana,St. Tammany Parish,,,,,,,,,"260,419",
Louisiana,Tangipahoa Parish,,,,,,,,,"134,758",
Louisiana,Tensas Parish,,,,,,,,,"4,334",
Louisiana,Terrebonne Parish,,,,,,,,,"110,461",
Louisiana,Union Parish,,,,,,,,,"22,108",
Louisiana,Vermilion Parish,,,,,,,,,"59,511",
Louisiana,Vernon Parish,,,,,,,,,"47,429",
Louisiana,Washington Parish,,,,,,,,,"46,194",
Louisiana,Webster Parish,,,,,,,,,"38,340",
Louisiana,West Baton Rouge Parish,,,,,,,,,"26,465",
Louisiana,West Carroll Parish,,,,,,,,,"10,830",
Louisiana,West Feliciana Parish,,,,,,,,,"15,568",
Louisiana,Winn Parish,,,,,,,,,"13,904",
Maine,Androscoggin County,,,,,,,,,"108,277",
Maine,Aroostook County,,,,,,,,,"67,055",
Maine,Cumberland County,,,,,,,,,"295,003",
Maine,Franklin County,,,,,,,,,"30,199",
Maine,Hancock County,,,,,,,,,"54,987",
Maine,Kennebec County,,,,,,,,,"122,302",
Maine,Knox County,,,,,,,,,"39,772",
Maine,Lincoln County,,,,,,,,,"34,634",
Maine,Oxford County,,,,,,,,,"57,975",
Maine,Penobscot County,,,,,,,,,"152,148",
Maine,Piscataquis County,,,,,,,,,"16,785",
Maine,Sagadahoc County,,,,,,,,,"35,856",
Maine,Somerset County,,,,,,,,,"50,484",
Maine,Waldo County,,,,,,,,,"39,715",
Maine,Washington County,,,,,,,,,"31,379",
Maine,York County,,,,,,,,,"207,641",
Maryland,Allegany County,,,,,,,,,"70,416",
Maryland,Anne Arundel County,,,,,,,,,"579,234",
Maryland,Baltimore City,,,,,,,,,"593,490",
Maryland,Baltimore County,,,,,,,,,"827,370",
Maryland,Calvert County,,,,,,,,,"92,525",
Maryland,Caroline County,,,,,,,,,"33,406",
Maryland,Carroll County,,,,,,,,,"168,447",
Maryland,Cecil County,,,,,,,,,"102,855",
Maryland,Charles County,,,,,,,,,"163,257",
Maryland,Dorchester County,,,,,,,,,"31,929",
Maryland,Frederick County,,,,,,,,,"259,547",
Maryland,Garrett County,,,,,,,,,"29,014",
Maryland,Harford County,,,,,,,,,"255,441",
Maryland,Howard County,,,,,,,,,"325,690",
Maryland,Kent County,,,,,,,,,"19,422",
Maryland,Montgomery County,,,,,,,,,"1,050,688",
Maryland,Prince George's County,,,,,,,,,"909,327",
Maryland,Queen Anne's County,,,,,,,,,"50,381",
Maryland,Somerset County,,,,,,,,,"25,616",
Maryland,St. Mary's County,,,,,,,,,"113,510",
Maryland,Talbot County,,,,,,,,,"37,181",
Maryland,Washington County,,,,,,,,,"151,049",
Maryland,Wicomico County,,,,,,,,,"103,609",
Maryland,Worcester County,,,,,,,,,"52,276",
Massachusetts,Barnstable County,,,,,,,,,"212,990",
Massachusetts,Berkshire County,,,,,,,,,"124,944",
Massachusetts,Bristol County,,,,,,,,,"565,217",
Massachusetts,Dukes County,,,,,,,,,"17,332",
Massachusetts,Essex County,,,,,,,,,"789,034",
Massachusetts,Franklin County,,,,,,,,,"70,180",
Massachusetts,Hampden County,,,,,,,,,"466,372",
Massachusetts,Hampshire County,,,,,,,,,"160,830",
Massachusetts,Middlesex County,,,,,,,,,"1,611,699",
Massachusetts,Nantucket County,,,,,,,,,"11,399",
Massachusetts,Norfolk County,,,,,,,,,"706,775",
Massachusetts,Plymouth County,,,,,,,,,"521,202",
Massachusetts,Suffolk County,,,,,,,,,"803,907",
Massachusetts,Worcester County,,,,,,,,,"830,622",
Michigan,Alcona County,,,,,,,,,"10,405",
Michigan,Alger County,,,,,,,,,"9,108",
Michigan,Allegan County,,,,,,,,,"118,081",
Michigan,Alpena County,,,,,,,,,"28,405",
Michigan,Antrim County,,,,,,,,,"23,324",
Michigan,Arenac County,,,,,,,,,"14,883",
Michigan,Baraga County,,,,,,,,,"8,209",
Michigan,Barry County,,,,,,,,,"61,550",
Michigan,Bay County,,,,,,,,,"103,126",
Michigan,Benzie County,,,,,,,,,"17,766",
Michigan,Berrien County,,,,,,,,,"153,401",
Michigan,Branch County,,,,,,,,,"43,517",
Michigan,Calhoun County,,,,,,,,,"134,159",
Michigan,Cass County,,,,,,,,,"51,787",
Michigan,Charlevoix County,,,,,,,,,"26,143",
Michigan,Cheboygan County,,,,,,,,,"25,276",
Michigan,Chippewa County,,,,,,,,,"37,349",
Michigan,Clare County,,,,,,,,,"30,950",
Michigan,Clinton County,,,,,,,,,"79,595",
Michigan,Crawford County,,,,,,,,,"14,029",
Michigan,Delta County,,,,,,,,,"35,784",
Michigan,Dickinson County,,,,,,,,,"25,239",
Michigan,Eaton County,,,,,,,,,"110,268",
Michigan,Emmet County,,,,,,,,,"33,415",
Michigan,Genesee County,,,,,,,,,"405,813",
Michigan,Gladwin County,,,,,,,,,"25,449",
Michigan,Gogebic County,,,,,,,,,"13,975",
Michigan,Grand Traverse County,,,,,,,,,"93,088",
Michigan,Gratiot County,,,,,,,,,"40,711",
Michigan,Hillsdale County,,,,,,,,,"45,605",
Michigan,Houghton County,,,,,,,,,"35,684",
Michigan,Huron County,,,,,,,,,"30,981",
Michigan,Ingham County,,,,,,,,,"292,406",
Michigan,Ionia County,,,,,,,,,"64,697",
Michigan,Iosco County,,,,,,,,,"25,127",
Michigan,Iron County,,,,,,,,,"11,066",
Michigan,Isabella County,,,,,,,,,"69,872",
Michigan,Jackson County,,,,,,,,,"158,510",
Michigan,Kalamazoo County,,,,,,,,,"265,066",
Michigan,Kalkaska County,,,,,,,,,"18,038",
Michigan,Kent County,,,,,,,,,"656,955",
Michigan,Keweenaw County,,,,,,,,,"2,116",
Michigan,Lake County,,,,,,,,,"11,853",
Michigan,Lapeer County,,,,,,,,,"87,607",
Michigan,Leelanau County,,,,,,,,,"21,761",
Michigan,Lenawee County,,,,,,,,,"98,451",
Michigan,Livingston County,,,,,,,,,"191,995",
Michigan,Luce County,,,,,,,,,"6,229",
Michigan,Mackinac County,,,,,,,,,"10,799",
Michigan,Macomb County,,,,,,,,,"873,972",
Michigan,Manistee County,,,,,,,,,"24,558",
Michigan,Marquette County,,,,,,,,,"66,699",
Michigan,Mason County,,,,,,,,,"29,144",
Michigan,Mecosta County,,,,,,,,,"43,453",
Michigan,Menominee County,,,,,,,,,"22,780",
Michigan,Midland County,,,,,,,,,"83,156",
Michigan,Missaukee County,,,,,,,,,"15,118",
Michigan,Monroe County,,,,,,,,,"150,500",
Michigan,Montcalm County,,,,,,,,,"63,888",
Michigan,Montmorency County,,,,,,,,,"9,328",
Michigan,Muskegon County,,,,,,,,,"173,566",
Michigan,Newaygo County,,,,,,,,,"48,980",
Michigan,Oakland County,,,https://oaklandcountymi.mycusthelp.com/WEBAPP/_rs/(S(3fqno4sraz4cvfdccboogmgm))/SupportHome.aspx,,"Submit report button is present, incident records require FOIA",,,,"1,257,584",
Michigan,Oceana County,,,,,,,,,"26,467",
Michigan,Ogemaw County,,,,,,,,,"20,997",
Michigan,Ontonagon County,,,,,,,,,"5,720",
Michigan,Osceola County,,,,,,,,,"23,460",
Michigan,Oscoda County,,,,,,,,,"8,241",
Michigan,Otsego County,,,,,,,,,"24,668",
Michigan,Ottawa County,,,,,,,,,"291,830",
Michigan,Presque Isle County,,,,,,,,,"12,592",
Michigan,Roscommon County,,,,,,,,,"24,019",
Michigan,Saginaw County,,,,,,,,,"190,539",
Michigan,Sanilac County,,,,,,,,,"41,170",
Michigan,Schoolcraft County,,,,,,,,,"8,094",
Michigan,Shiawassee County,,,,,,,,,"68,122",
Michigan,St. Clair County,,,,,,,,,"159,128",
Michigan,St. Joseph County,,,,,,,,,"60,964",
Michigan,Tuscola County,,,,,,,,,"52,245",
Michigan,Van Buren County,,,,,,,,,"75,677",
Michigan,Washtenaw County,,,,,,,,,"367,601",
Michigan,Wayne County,,,,,,,,,"1,749,343",
Michigan,Wexford County,,,,,,,,,"33,631",
Minnesota,Aitkin County,,,,,,,,,"15,886",
Minnesota,Anoka County,,,,,,,,,"356,921",
Minnesota,Becker County,,,,,,,,,"34,423",
Minnesota,Beltrami County,,,,,,,,,"47,188",
Minnesota,Benton County,,,,,,,,,"40,889",
Minnesota,Big Stone County,,,,,,,,,"4,991",
Minnesota,Blue Earth County,,,,,,,,,"67,653",
Minnesota,Brown County,,,,,,,,,"25,008",
Minnesota,Carlton County,,,,,,,,,"35,871",
Minnesota,Carver County,,,,,,,,,"105,089",
Minnesota,Cass County,,,,,,,,,"29,779",
Minnesota,Chippewa County,,,,,,,,,"11,800",
Minnesota,Chisago County,,,,,,,,,"56,579",
Minnesota,Clay County,,,,,,,,,"64,222",
Minnesota,Clearwater County,,,,,,,,,"8,818",
Minnesota,Cook County,,,,,,,,,"5,463",
Minnesota,Cottonwood County,,,,,,,,,"11,196",
Minnesota,Crow Wing County,,,,,,,,,"65,055",
Minnesota,Dakota County,,,,,,,,,"429,021",
Minnesota,Dodge County,,,,,,,,,"20,934",
Minnesota,Douglas County,,,,,,,,,"38,141",
Minnesota,Faribault County,,,,,,,,,"13,653",
Minnesota,Fillmore County,,,,,,,,,"21,067",
Minnesota,Freeborn County,,,,,,,,,"30,281",
Minnesota,Goodhue County,,,,,,,,,"46,340",
Minnesota,Grant County,,,,,,,,,"5,972",
Minnesota,Hennepin County,,,,,,,,,"1,265,843",
Minnesota,Houston County,,,,,,,,,"18,600",
Minnesota,Hubbard County,,,,,,,,,"21,491",
Minnesota,Isanti County,,,,,,,,,"40,596",
Minnesota,Itasca County,,,,,,,,,"45,130",
Minnesota,Jackson County,,,,,,,,,"9,846",
Minnesota,Kanabec County,,,,,,,,,"16,337",
Minnesota,Kandiyohi County,,,,,,,,,"43,199",
Minnesota,Kittson County,,,,,,,,,"4,298",
Minnesota,Koochiching County,,,,,,,,,"12,229",
Minnesota,Lac qui Parle County,,,,,,,,,"6,623",
Minnesota,Lake County,,,,,,,,,"10,641",
Minnesota,Lake of the Woods County,,,,,,,,,"3,740",
Minnesota,Le Sueur County,,,,,,,,,"28,887",
Minnesota,Lincoln County,,,,,,,,,"5,639",
Minnesota,Lyon County,,,,,,,,,"25,474",
Minnesota,Mahnomen County,,,,,,,,,"5,527",
Minnesota,Marshall County,,,,,,,,,"9,336",
Minnesota,Martin County,,,,,,,,,"19,683",
Minnesota,McLeod County,,,,,,,,,"35,893",
Minnesota,Meeker County,,,,,,,,,"23,222",
Minnesota,Mille Lacs County,,,,,,,,,"26,277",
Minnesota,Morrison County,,,,,,,,,"33,386",
Minnesota,Mower County,,,,,,,,,"40,062",
Minnesota,Murray County,,,,,,,,,"8,194",
Minnesota,Nicollet County,,,,,,,,,"34,274",
Minnesota,Nobles County,,,,,,,,,"21,629",
Minnesota,Norman County,,,,,,,,,"6,375",
Minnesota,Olmsted County,,,,,,,,,"158,293",
Minnesota,Otter Tail County,,,,,,,,,"58,746",
Minnesota,Pennington County,,,,,,,,,"14,119",
Minnesota,Pine County,,,,,,,,,"29,579",
Minnesota,Pipestone County,,,,,,,,,"9,126",
Minnesota,Polk County,,,,,,,,,"31,364",
Minnesota,Pope County,,,,,,,,,"11,249",
Minnesota,Ramsey County,,,,,,,,,"550,321",
Minnesota,Red Lake County,,,,,,,,,"4,055",
Minnesota,Redwood County,,,,,,,,,"15,170",
Minnesota,Renville County,,,,,,,,,"14,548",
Minnesota,Rice County,,,,,,,,,"66,972",
Minnesota,Rock County,,,,,,,,,"9,315",
Minnesota,Roseau County,,,,,,,,,"15,165",
Minnesota,Saint Louis County,,,,,,,,,#N/A,
Minnesota,Scott County,,,,,,,,,"149,013",
Minnesota,Sherburne County,,,,,,,,,"97,238",
Minnesota,Sibley County,,,,,,,,,"14,865",
Minnesota,Stearns County,,,,,,,,,"161,075",
Minnesota,Steele County,,,,,,,,,"36,649",
Minnesota,Stevens County,,,,,,,,,"9,805",
Minnesota,Swift County,,,,,,,,,"9,266",
Minnesota,Todd County,,,,,,,,,"24,664",
Minnesota,Traverse County,,,,,,,,,"3,259",
Minnesota,Wabasha County,,,,,,,,,"21,627",
Minnesota,Wadena County,,,,,,,,,"13,682",
Minnesota,Waseca County,,,,,,,,,"18,612",
Minnesota,Washington County,,,,,,,,,"262,440",
Minnesota,Watonwan County,,,,,,,,,"10,897",
Minnesota,Wilkin County,,,,,,,,,"6,207",
Minnesota,Winona County,,,,,,,,,"50,484",
Minnesota,Wright County,,,,,,,,,"138,377",
Minnesota,Yellow Medicine County,,,,,,,,,"9,709",
Mississippi,Adams County,,,,,,,,,"30,693",
Mississippi,Alcorn County,,,,,,,,,"36,953",
Mississippi,Amite County,,,,,,,,,"12,297",
Mississippi,Attala County,,,,,,,,,"18,174",
Mississippi,Benton County,,,,,,,,,"8,259",
Mississippi,Bolivar County,,,,,,,,,"30,628",
Mississippi,Calhoun County,,,,,,,,,"14,361",
Mississippi,Carroll County,,,,,,,,,"9,947",
Mississippi,Chickasaw County,,,,,,,,,"17,103",
Mississippi,Choctaw County,,,,,,,,,"8,210",
Mississippi,Claiborne County,,,,,,,,,"8,988",
Mississippi,Clarke County,,,,,,,,,"15,541",
Mississippi,Clay County,,,,,,,,,"19,316",
Mississippi,Coahoma County,,,,,,,,,"22,124",
Mississippi,Copiah County,,,,,,,,,"28,065",
Mississippi,Covington County,,,,,,,,,"18,636",
Mississippi,DeSoto County,,,,,,,,,"184,945",
Mississippi,Forrest County,,,,,,,,,"74,897",
Mississippi,Franklin County,,,,,,,,,"7,713",
Mississippi,George County,,,,,,,,,"24,500",
Mississippi,Greene County,,,,,,,,,"13,586",
Mississippi,Grenada County,,,,,,,,,"20,758",
Mississippi,Hancock County,,,,,,,,,"47,632",
Mississippi,Harrison County,,,,,,,,,"208,080",
Mississippi,Hinds County,,,,,,,,,"231,840",
Mississippi,Holmes County,,,,,,,,,"17,010",
Mississippi,Humphreys County,,,,,,,,,"8,064",
Mississippi,Issaquena County,,,,,,,,,"1,327",
Mississippi,Itawamba County,,,,,,,,,"23,390",
Mississippi,Jackson County,,,,,,,,,"143,617",
Mississippi,Jasper County,,,,,,,,,"16,383",
Mississippi,Jefferson County,,,,,,,,,"6,990",
Mississippi,Jefferson Davis County,,,,,,,,,"11,128",
Mississippi,Jones County,,,,,,,,,"68,098",
Mississippi,Kemper County,,,,,,,,,"9,742",
Mississippi,Lafayette County,,,,,,,,,"54,019",
Mississippi,Lamar County,,,,,,,,,"63,343",
Mississippi,Lauderdale County,,,,,,,,,"74,125",
Mississippi,Lawrence County,,,,,,,,,"12,586",
Mississippi,Leake County,,,,,,,,,"22,786",
Mississippi,Lee County,,,,,,,,,"85,436",
Mississippi,Leflore County,,,,,,,,,"28,183",
Mississippi,Lincoln County,,,,,,,,,"34,153",
Mississippi,Lowndes County,,,,,,,,,"58,595",
Mississippi,Madison County,,,,,,,,,"106,272",
Mississippi,Marion County,,,,,,,,,"24,573",
Mississippi,Marshall County,,,,,,,,,"35,294",
Mississippi,Monroe County,,,,,,,,,"35,252",
Mississippi,Montgomery County,,,,,,,,,"9,775",
Mississippi,Neshoba County,,,,,,,,,"29,118",
Mississippi,Newton County,,,,,,,,,"21,018",
Mississippi,Noxubee County,,,,,,,,,"10,417",
Mississippi,Oktibbeha County,,,,,,,,,"49,587",
Mississippi,Panola County,,,,,,,,,"34,192",
Mississippi,Pearl River County,,,,,,,,,"55,535",
Mississippi,Perry County,,,,,,,,,"11,973",
Mississippi,Pike County,,,,,,,,,"39,288",
Mississippi,Pontotoc County,,,,,,,,,"32,174",
Mississippi,Prentiss County,,,,,,,,,"25,126",
Mississippi,Quitman County,,,,,,,,,"6,792",
Mississippi,Rankin County,,,,,,,,,"155,271",
Mississippi,Scott County,,,,,,,,,"28,124",
Mississippi,Sharkey County,,,,,,,,,"4,321",
Mississippi,Simpson County,,,,,,,,,"26,658",
Mississippi,Smith County,,,,,,,,,"15,916",
Mississippi,Stone County,,,,,,,,,"18,336",
Mississippi,Sunflower County,,,,,,,,,"25,110",
Mississippi,Tallahatchie County,,,,,,,,,"13,809",
Mississippi,Tate County,,,,,,,,,"28,321",
Mississippi,Tippah County,,,,,,,,,"22,015",
Mississippi,Tishomingo County,,,,,,,,,"19,383",
Mississippi,Tunica County,,,,,,,,,"9,632",
Mississippi,Union County,,,,,,,,,"28,815",
Mississippi,Walthall County,,,,,,,,,"14,286",
Mississippi,Warren County,,,,,,,,,"45,381",
Mississippi,Washington County,,,,,,,,,"43,909",
Mississippi,Wayne County,,,,,,,,,"20,183",
Mississippi,Webster County,,,,,,,,,"9,689",
Mississippi,Wilkinson County,,,,,,,,,"8,630",
Mississippi,Winston County,,,,,,,,,"17,955",
Mississippi,Yalobusha County,,,,,,,,,"12,108",
Mississippi,Yazoo County,,,,,,,,,"29,690",
Missouri,Adair County,,,,,,,,,"25,343",
Missouri,Andrew County,,,,,,,,,"17,712",
Missouri,Atchison County,,,,,,,,,"5,143",
Missouri,Audrain County,,,,,,,,,"25,388",
Missouri,Barry County,,,,,,,,,"35,789",
Missouri,Barton County,,,,,,,,,"11,754",
Missouri,Bates County,,,,,,,,,"16,172",
Missouri,Benton County,,,,,,,,,"19,443",
Missouri,Bollinger County,,,,,,,,,"12,133",
Missouri,Boone County,,,,,,,,,"180,463",
Missouri,Buchanan County,,,,,,,,,"87,364",
Missouri,Butler County,,,,,,,,,"42,478",
Missouri,Caldwell County,,,,,,,,,"9,020",
Missouri,Callaway County,,,,,,,,,"44,743",
Missouri,Camden County,,,,,,,,,"46,305",
Missouri,Cape Girardeau County,,,,,,,,,"78,871",
Missouri,Carroll County,,,,,,,,,"8,679",
Missouri,Carter County,,,,,,,,,"5,982",
Missouri,Cass County,,,,,,,,,"105,780",
Missouri,Cedar County,,,,,,,,,"14,349",
Missouri,Chariton County,,,,,,,,,"7,426",
Missouri,Christian County,,,,,,,,,"88,595",
Missouri,Clark County,,,,,,,,,"6,797",
Missouri,Clay County,,,,,,,,,"249,948",
Missouri,Clinton County,,,,,,,,,"20,387",
Missouri,Cole County,,,,,,,,,"76,745",
Missouri,Cooper County,,,,,,,,,"17,709",
Missouri,Crawford County,,,,,,,,,"23,920",
Missouri,Dade County,,,,,,,,,"7,561",
Missouri,Dallas County,,,,,,,,,"16,878",
Missouri,Daviess County,,,,,,,,,"8,278",
Missouri,DeKalb County,,,,,,,,,"12,547",
Missouri,Dent County,,,,,,,,,"15,573",
Missouri,Douglas County,,,,,,,,,"13,185",
Missouri,Dunklin County,,,,,,,,,"29,131",
Missouri,Franklin County,,,,,,,,,"103,967",
Missouri,Gasconade County,,,,,,,,,"14,706",
Missouri,Gentry County,,,,,,,,,"6,571",
Missouri,Greene County,,,,,,,,,"293,086",
Missouri,Grundy County,,,,,,,,,"9,850",
Missouri,Harrison County,,,,,,,,,"8,352",
Missouri,Henry County,,,,,,,,,"21,824",
Missouri,Hickory County,,,,,,,,,"9,544",
Missouri,Holt County,,,,,,,,,"4,403",
Missouri,Howard County,,,,,,,,,"10,001",
Missouri,Howell County,,,,,,,,,"40,117",
Missouri,Iron County,,,,,,,,,"10,125",
Missouri,Jackson County,,,,,,,,,"703,011",
Missouri,Jasper County,,,,,,,,,"121,328",
Missouri,Jefferson County,,,,,,,,,"225,081",
Missouri,Johnson County,,,,,,,,,"54,062",
Missouri,Knox County,,,,,,,,,"3,959",
Missouri,Laclede County,,,,,,,,,"35,723",
Missouri,Lafayette County,,,,,,,,,"32,708",
Missouri,Lawrence County,,,,,,,,,"38,355",
Missouri,Lewis County,,,,,,,,,"9,776",
Missouri,Lincoln County,,,,,,,,,"59,013",
Missouri,Linn County,,,,,,,,,"11,920",
Missouri,Livingston County,,,,,,,,,"15,227",
Missouri,Macon County,,,,,,,,,"15,117",
Missouri,Madison County,,,,,,,,,"12,088",
Missouri,Maries County,,,,,,,,,"8,697",
Missouri,Marion County,,,,,,,,,"28,530",
Missouri,McDonald County,,,,,,,,,"22,837",
Missouri,Mercer County,,,,,,,,,"3,617",
Missouri,Miller County,,,,,,,,,"25,619",
Missouri,Mississippi County,,,,,,,,,"13,180",
Missouri,Moniteau County,,,,,,,,,"16,132",
Missouri,Monroe County,,,,,,,,,"8,644",
Missouri,Montgomery County,,,,,,,,,"11,551",
Missouri,Morgan County,,,,,,,,,"20,627",
Missouri,New Madrid County,,,,,,,,,"17,076",
Missouri,Newton County,,,,,,,,,"58,236",
Missouri,Nodaway County,,,,,,,,,"22,092",
Missouri,Oregon County,,,,,,,,,"10,529",
Missouri,Osage County,,,,,,,,,"13,615",
Missouri,Ozark County,,,,,,,,,"9,174",
Missouri,Pemiscot County,,,,,,,,,"15,805",
Missouri,Perry County,,,,,,,,,"19,136",
Missouri,Pettis County,,,,,,,,,"42,339",
Missouri,Phelps County,,,,,,,,,"44,573",
Missouri,Pike County,,,,,,,,,"18,302",
Missouri,Platte County,,,,,,,,,"104,418",
Missouri,Polk County,,,,,,,,,"32,149",
Missouri,Pulaski County,,,,,,,,,"52,607",
Missouri,Putnam County,,,,,,,,,"4,696",
Missouri,Ralls County,,,,,,,,,"10,309",
Missouri,Randolph County,,,,,,,,,"24,748",
Missouri,Ray County,,,,,,,,,"23,018",
Missouri,Reynolds County,,,,,,,,,"6,270",
Missouri,Ripley County,,,,,,,,,"13,288",
Missouri,Saint Charles County,,,,,,,,,#N/A,
Missouri,Saint Clair County,,,,,,,,,#N/A,
Missouri,Saint Francois County,,,,,,,,,#N/A,
Missouri,Saint Louis City,,,,,,,,,#N/A,
Missouri,Saint Louis County,,,,,,,,,#N/A,
Missouri,Saline County,,,,,,,,,"22,761",
Missouri,Schuyler County,,,,,,,,,"4,660",
Missouri,Scotland County,,,,,,,,,"4,902",
Missouri,Scott County,,,,,,,,,"38,280",
Missouri,Shannon County,,,,,,,,,"8,166",
Missouri,Shelby County,,,,,,,,,"5,930",
Missouri,Ste. Genevieve County,,,,,,,,,"17,894",
Missouri,Stoddard County,,,,,,,,,"29,025",
Missouri,Stone County,,,,,,,,,"31,952",
Missouri,Sullivan County,,,,,,,,,"6,089",
Missouri,Taney County,,,,,,,,,"55,928",
Missouri,Texas County,,,,,,,,,"25,398",
Missouri,Vernon County,,,,,,,,,"20,563",
Missouri,Warren County,,,,,,,,,"35,649",
Missouri,Washington County,,,,,,,,,"24,730",
Missouri,Wayne County,,,,,,,,,"12,873",
Missouri,Webster County,,,,,,,,,"39,592",
Missouri,Worth County,,,,,,,,,"2,013",
Missouri,Wright County,,,,,,,,,"18,289",
Montana,Beaverhead County,,,,,,,,,"9,453",
Montana,Big Horn County,,,,,,,,,"13,319",
Montana,Blaine County,,,,,,,,,"6,681",
Montana,Broadwater County,,,,,,,,,"6,237",
Montana,Carbon County,,,,,,,,,"10,725",
Montana,Carter County,,,,,,,,,"1,252",
Montana,Cascade County,,,,,,,,,"81,366",
Montana,Chouteau County,,,,,,,,,"5,635",
Montana,Custer County,,,,,,,,,"11,402",
Montana,Daniels County,,,,,,,,,"1,690",
Montana,Dawson County,,,,,,,,,"8,613",
Montana,Deer Lodge County,,,,,,,,,"9,140",
Montana,Fallon County,,,,,,,,,"2,846",
